statement,disease
"গতবার আমার গম খেতটা দেইখা মনে হইতো, গাছগুলার শীষ কেউ গরম পানি দিয়া জ্বালাইয়া দিছে।",Wheat Blast
এইবার গম লাগানোর সময় কি নতুন কোনো ছত্রাকনাশক স্প্রে করলে ভালো ফল পামু?,Wheat Blast
"আমার গমের শীষগুলা খুব তাড়াতাড়ি সাদা হইয়া গেছিলো, পাতাগুলা সবুজই আছিলো।",Wheat Blast
"গত মৌসুমে আমার গম খেতে যে সাদা শীষ রোগ হইছিলো, সেইটা আমার মনের শান্তি কাইড়া নিয়া গেছিলো।",Wheat Blast
"আমার গমের শীষের নিচে পাতায় কোনো দাগ আছিলো না, খালি শীষটাই সাদা হইছিলো।",Wheat Blast
এইবার গম লাগানোর আগে থেকেই আমার খুব দুশ্চিন্তায় দিন যাইবো।,Wheat Blast
"আমার গম খেতের শীষগুলা সব এমনভাবে শেষ হইছিলো যে, আর কোনো কিছুই অবশিষ্ট আছিলো না।",Wheat Blast
"গতবার আমার গম খেতে যে রোগটা হইছিলো, সেইটা আমার গমের বীজের মানটাই নষ্ট কইরা দিছিলো।",Wheat Blast
"আমার গমের গাছগুলার কোনো ক্ষতি না হইলেও, শীষ সাদা হইয়া যাওয়ায় আমার মনটা খুব খারাপ হইছিলো।",Wheat Blast
"আমার গম কাটার পর দেহি, অনেক শীষই কাটার সময় গোড়ার দিক থেইকা ভাইঙ্গা গেছে।",Wheat Blast
"গতবার আমার গম খেতটা দেইখা মনে হইছিলো, গাছগুলার বয়স বুঝি আমার চেয়েও বেশি হইয়া গেছিলো।",Wheat Blast
এইবার গম লাগানোর সময় কি নতুন কোনো জাতের গম লাগাইলে এই সাদা শীষ রোগ থেইকা রেহাই পাওয়া যাইবো? 🤔,Wheat Blast
"আমার গমের শীষগুলা সাদা হইয়া গেছিলো, কিন্তু গাছগুলা সবুজ আর সতেজই আছিলো।",Wheat Blast
"গত মৌসুমে আমার গম খেতে যে রোগ হইছিলো, সেইটা আমার লাভের উপরে একটা বড় দাগ লাগাইছে।",Wheat Blast
আমার গমের এই সাদা শীষ রোগটা কি শুধু গরম বাতাসেই হয়?,Wheat Blast
এইবার গম লাগানোর আগে থেকেই আমার মনটা খুব চিন্তায় ভরা।,Wheat Blast
"আমার গম খেতের শীষগুলা সব এমনভাবে সাদা হইয়া গেছিলো যে, আর কোনো কিছুই করার মতো অবস্থায় পাই নাই।",Wheat Blast
